img1,img2,match
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,"_haystack/chiesa_di_sebastiano_milano/1200px-Milano,_San_Sebastiano_02.jpg",1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/20180926_172919.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/2020-04-20-Urbanfile-Milano-Cinque-Vie-Via-Torino-Chiesa-San-Sebastiano-2.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/2020-04-20-Urbanfile-Milano-Cinque-Vie-Via-Torino-Chiesa-San-Sebastiano-4.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/220px-IMG_6768_-_Milano_-_Civico_tempio_di_S._Sebastiano_-_Foto_Giovanni_Dall'Orto_-_8-Mar-2007.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,"_haystack/chiesa_di_sebastiano_milano/220px-Milano,_San_Sebastiano_03.jpg",1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/32_tempio-civico-di-san-sebastiano.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/Chiesa-di-San-Sebastiano-di-via-Torino-1906-795x1024.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiesa_di_sebastiano_milano/san-sebastiano.jpg,1
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiostro_santa_Maria_del_Gesù/0.jpg,0
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiostro_santa_Maria_del_Gesù/2045-09-28-14-9426.jpg,0
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/chiostro_santa_Maria_del_Gesù/bta02101.jpg,0
